,category,text,labels
12198,sports,NBA/夢幻對決,3
12199,edu,文雅國小第二期校舍暨運動場跑道新建工程動土,0
12200,edu,學測前勿慌亂,0
12201,sports,打破魔咒,3
12202,travel,花蓮》千禧山莊打造東岸桃源,5
12203,travel,日本漫畫王國鳥取縣,5
12204,tech,日韓官方證實,4
12205,travel,義大世界跨年煙火秀11分11秒客運不打烊,5
12206,travel,中橫宜蘭支線/青綠竹林換穿金黃色亮麗冬衣,5
12207,politics,郝柏村質疑228死傷人數,2
12208,edu,台大生醫團隊再創國際佳績台大醫院由院長陳明豐親自主持於昨,0
12209,edu,基中圖書館周,0
12210,edu,台北高校90年台日校友聚首,0
12211,sports,數字大聯盟,3
12212,politics,陳武雄嗆李惠仁剪輯片段邀公開辯論,2
12213,tech,兩岸國貿會展論壇20日揭幕,4
12214,politics,社團:H5N2早已檢出,2
12215,health,台中市抽驗24件豆干,1
12216,politics,貿易戰陸:沒義務守某國規則,2
12217,edu,北縣資優學生鑑定,0
12218,travel,花蓮/擁全台最老鐵樹派出所紅了,5
12219,sports,"NBA/法國小跑車狂飆馬刺笑傲11連勝雖然隊上有許多傷兵,但馬刺就是能找到贏球的方法。今日",3
12220,sports,林書豪熱飄洋英媒也發燒,3
12221,tech,《光の封印Online》機械與魔法的奇幻派對,4
12222,health,南非出土焦骨人用火歷史改寫,1
12223,politics,謝長廷:誠意善意解決兩岸差異,2
12224,tech,內憂外患夾攻諾基亞全力應戰,4
12225,politics,豪尬贏狀元郎,2
12226,health,二代健保補充保費試算,1
12227,tech,諾基亞和微軟投資開發應用程式,4
12228,health,角膜像沾頭皮屑,1
12229,health,電腦族小心你的肝!,1
12230,tech,3,4
12231,politics,屏縣擋臺26線,2
12232,politics,綠反解禁瘦肉精藍重申嚴把關,2
12233,travel,山櫻是前菜...阿里山花季在3月!,5
12234,edu,逢肖虎,0
12235,travel,桐花祭親子森林樂派對專車接送,5
12236,health,輻射太恐慌,1
12237,politics,蘇起:因「筋疲力盡」請辭,2
12238,sports,田徑/斯德哥爾摩賽,3
12239,sports,巴西聖保羅跨年煙火秀吸引250萬人,3
12240,tech,小小通訊App,4
12241,tech,網購業資安防護經部助檢測,4
12242,edu,東海高中生,0
12243,travel,多元化的台北國際自行車展,5
12244,tech,諾頓,4
12245,sports,達欣戰璞園,3
12246,tech,《功夫派》勇闖鬼門關清明奪寶大行動,4
12247,tech,《飛仙傳》獲獎連連超玄奇法寶系統搶先公開,4
12248,health,B型流感再添4死,1
12249,sports,夏拉波娃闖印地安泉第4輪,3
12250,travel,南投》魚池茶山步道欣賞阿薩姆茶田風光,5
12251,edu,搶客家選票,0
12252,politics,<台東立委補選>強調好政績,2
12253,travel,單車遊/日月潭自行車道有山有水景優美,5
12254,travel,台北/119咖啡•民宿金瓜石寧靜海,5
12255,health,瘦肉精無害?,1
12256,travel,雲林桐花祭華山飄起咖啡香,5
12257,tech,首創滑動按摩,4
12258,travel,宜蘭/梅花湖畔荒地變身藝文大街,5
12259,edu,基測410分捨一中選高工,0
12260,tech,《戰爭前線》新世代引擎線上射擊新里程碑,4
12261,sports,車手跑路,3
12262,travel,遮重點部位比基尼手機殼獲獎,5
12263,health,壓力大易心悸中藥調理獲改善,1
12264,politics,綠提敗選報告馬:藍反求諸己,2
12265,health,瘦肉精急性中毒會致心悸頭暈、顫抖,1
12266,travel,高雄/遺址像垃圾場4年後變花園走廊,5
12267,health,腸病毒重症嘉縣女童住院,1
12268,politics,治安變好?胡志強全球10大市長,2
12269,politics,金融雇員非公開考試不具備公務人員資格,2
12270,politics,以伊不穩,2
12271,tech,電玩宅速配,4
12272,travel,義式美味/北義→燉飯有嚼勁紅酒牛膝好Q彈,5
12273,tech,PS3,4
12274,politics,楊志良淚灑立院,2
12275,tech,《侍道Online》官方網頁正式啟用3月29日封測活動火熱展開!,4
12276,tech,研究:孕婦長時間用手機,4
12277,politics,一個月施政有感明屆滿政院端新菜,2
12278,edu,《退費新制》幼兒園惡性倒閉,0
12279,sports,林晨樺4局無安打象認輸,3
12280,edu,矽谷小學46學童,0
12281,travel,台北》捷運府中站/三豐冰城綜合冰磚好懷舊,5
12282,sports,環台賽澳洲寶拉克保黃衫,3
12283,travel,北海岸遊憩探索館教學平日免費,5
12284,health,屏東抽驗學校營養午餐肉品,1
12285,travel,貓空》找茶必訪/張迺妙茶師紀念館,5
12286,travel,復興鄉華陵村櫻花怒放賞櫻要快,5
12287,politics,外交部:史亞平工作績效良好,2
12288,edu,大師做玻璃罐實驗,0
12289,sports,同窗:堅持豪小子成功祕訣,3
12290,edu,國華國中陳以律基測411分,0
12291,edu,龍仔英文溜,0
12292,politics,楊潔篪訪韓:中國根據人道主義處理逃北者,2
12293,travel,賞櫻遊/九族櫻花祭開鑼日夜都驚豔,5
12294,sports,NBA/終場三分球未能進袋,3
12295,politics,二二八受難家屬:人權不容起落,2
12296,health,立院初審,1
12297,tech,《A.V.A戰地之王Revo》最新改版全新武器隆重登場,4
12298,sports,農場投手老大..建仔會有段艱難的路,3
12299,politics,今年底前赴美免簽證,2
12300,edu,立委建議原民特考增觀光類,0
12301,sports,「LPGA/曾雅妮遭柏忌拖累,3
12302,health,午餐疑有蛆衛生局:是蛋白質,1
12303,sports,對決綠衫軍!,3
12304,travel,苗栗》頭份廣興「繞山花」步道健行好所在,5
12305,sports,林書豪簽名球卡售63萬台幣,3
12306,travel,新竹》登鵝公髻山吸納鮮活山林之氣,5
12307,sports,中華職棒》「益全」斃命,3
12308,edu,譚爸爸心疼:好像少了女兒,0
12309,tech,酷栗科技取得《夢幻崑崙》台、港、澳營運權預計第二季上市酷栗科技今,4
12310,tech,Wrapp登陸臺灣,4
12311,politics,龍應台會張曉風再敘文壇前緣,2
12312,tech,Facebook+,4
12313,edu,教部:尊重地方決定,0
12314,tech,天文首見1顆行星有4顆太陽,4
12315,sports,全場僅一失誤,3
12316,travel,台南/台南州知事官邸重現風華,5
12317,tech,北韓核試驗專家:大約在春末,4
12318,health,Spt4基因,1
12319,health,男童拔牙,1
12320,travel,屏東滿州港口村衝浪者天堂,5
12321,health,小心藥物過敏,1
12322,sports,球評:換教練後林書豪得求生存,3
12323,politics,海基會新大樓還缺2億,2
12324,tech,英國超級巨兔!,4
12325,edu,<獲選全校16名優秀青年>台大楊涵茜,0
12326,travel,台東/排灣生活館南興香茅傳產再現,5
12327,travel,苗栗》南庄伴月民宿星光陪你入夢鄉,5
12328,edu,教部扶持計畫幼兒就學率逾9成,0
12329,edu,寒蟬效應,0
12330,travel,斥資3億台東老車站變新景點,5
12331,sports,操刀漫畫版林書豪,3
12332,health,收心收胃許給自己健康一年,1
12333,edu,蘇霈沒騙婚,0
12334,travel,嘉義/老旅社活化成功成背包客最愛,5
12335,politics,牛肉丕變知禽不報,2
12336,politics,二代健保費率,2
12337,tech,擁有一張抵兩張,4
12338,health,美白牙膏不當使用,1
12339,edu,匹茲堡發明展,0
12340,tech,電信門市坐大通訊行市場剩20%,4
12341,health,西部多雲到晴有霧東部局部雨,1
12342,edu,已繳費仍被連續催繳公所致歉〔記者蔡孟尚/竹東報導〕新竹縣竹東鎮民阿國,0
12343,tech,美遊戲銷售降任天堂股價跌3DS掌上型遊戲機製造商-任天堂公司,4
12344,politics,海基會關懷台商,2
12345,politics,蔡失望:馬對人民顧慮,2
12346,health,消保:購保健品認小綠人標章,1
12347,politics,總統:落實政見改善離島生活,2
12348,health,關懷員風雨無阻,1
12349,edu,鍾耀光巧手慰安,0
12350,tech,《鬥破蒼穹》4月12日新服加開新手攻略帶你展開鬥帝之路,4
12351,politics,陳水扁最快下午戒護就醫,2
12352,edu,教部要求15泳生配1教練,0
12353,tech,索尼友達合作新公司恐還要等,4
12354,travel,頭城/頭城老街昔年風光的開蘭第一城,5
12355,tech,YouTube「太空實驗室」計畫6組決賽隊伍誕生YouTube「太空實驗室」計畫,4
12356,health,解憂》卸壓力、除煩腦、更健康,1
12357,tech,,4
12358,tech,台股跌鴻海平盤震盪,4
12359,politics,萊克多巴胺安全容許量,2
12360,travel,台北/猴硐古道巡禮見證歷史滄桑變化,5
12361,edu,補習班退費規矩多,0
12362,tech,,4
12363,health,聲帶長息肉女業務員燒聲▲楊志雍醫師為病患檢查聲帶。,1
12364,politics,藍為滅火自爆陳學聖民調第3獲徵召〔記者王寓中、席艷俠/綜合報導〕國民黨在桃園縣第三選區,2
12365,edu,滬企百強出爐32民企上榜,0
12366,tech,台技校研發Eye,4
12367,edu,蘆竹鄉民大學,0
12368,travel,桃園/跨年要你好看中壢封街放煙火,5
12369,tech,菲促北韓餵飽人民勿射火箭,4
12370,sports,SBL/關聖帝君保佑,3
12371,health,撫慰喪子之痛,1
12372,travel,蔣公行館》墾丁賓館唯一開放住宿行館,5
12373,health,胸痛不就醫,1
12374,politics,高雄選情震撼彈,2
12375,tech,PS,4
12376,health,瘦肉精爭議楊志良:政治問題,1
12377,tech,微軟、Google在中國掀起「師徒」大戰,4
12378,health,自閉症研究揪出突變基因,1
12379,sports,愛爾蘭裔過節酢漿綠豪T亮相,3
12380,sports,MLB/強打vs.強投,3
12381,tech,《死亡迴光》橫向新感覺躲避殭屍追殺,4
12382,tech,北韓強行核試,4
12383,edu,單親媽尹海英見男人臉紅!,0
12384,health,男士有障礙要就醫沒問題學練硬漢功高雄榮民總醫院傳統醫學中心昨,1
12385,politics,虐傭案,2
12386,sports,雙酒拚場,3
12387,health,罹癌視障按摩師,1
12388,politics,王金平:未聽見相關人士談潛艦採購立法院長王金平今天,2
12389,politics,臧家宜領馬總統紅包贈書給總統總統馬英九,2
12390,travel,彰化》東螺溪休閒農場散發古早味,5
12391,tech,《英雄聯盟》「皇者爭霸盃」最強者誕生,4
12392,health,春吶防毒品,1
12393,edu,姚明抵台,0
12394,tech,電玩宅速配,4
12395,edu,0到12歲教育、照顧齊管洪秀柱罵:這麼廢物的教育部!立法院教育及文化委員會今,0
12396,politics,署桃戒護外醫患冠心症扁今手術住院一周,2
12397,sports,尼克戰灰狼林書豪首節拿9分,3
12398,health,感恩回饋,1
12399,sports,NBA/NBA相中17歲諾爾,3
12400,politics,民進黨版近日公布,2
12401,edu,國民黨青年團總團長,0
12402,tech,Air,4
12403,edu,高雄客家美食比賽冠軍手藝六合夜市邀您嚐,0
12404,tech,"經濟部製造業價值鏈資訊應用計畫,幫助業者創新營運模式",4
12405,health,吃番茄能燃脂?,1
12406,edu,崑山科大動畫人才培育有成,0
12407,politics,助護主權美今年增援菲國防,2
12408,politics,江國慶案喧騰之際李天羽子捐肝救母,2
12409,tech,貨真價實的《江湖本色3,4
12410,sports,林書豪製造犯規ESPN:尼克優勢ESPN專欄作家貝格利,3
12411,health,藍委籲肉品檢驗總動員,1
12412,travel,南縣》千霞溫泉民宿清淨優雅,5
12413,travel,台中》熱遊點/望高寮夜景勝地,5
12414,politics,立委補選/桃園,2
12415,politics,離島生參加保送甄試1次為限,2
12416,travel,尋找臺灣最早浮出海面的那一點圖片提供/交通部觀光局,5
12417,travel,台北》喝咖啡大坪林站有素的,5
12418,sports,林書豪簽名球卡售63萬台幣,3
12419,health,擺脫「麵龜一族」減重後精神更好,1
12420,edu,兒童節、婦女節週六日補假,0
12421,politics,〈獨家〉代父捐肝!李天羽子救母,2
12422,politics,鄭家定,2
12423,edu,辣蘋果專欄:嘉年華式的反霸凌,0
12424,politics,小英訪雲林,2
12425,health,頻尿,1
12426,health,睡眠打呼擾人,1
12427,sports,MLB/16日對洋基先發,3
12428,sports,NBA/安東尼創隊史新紀錄!連續30場得分20以上記者陶本和/綜合報導「甜瓜」安東尼,3
12429,politics,含瘦肉精美牛,2
12430,health,心臟科內外一家台大成立心血管中心,1
12431,edu,教局:免試名額1.4萬別只看前三志願,0
12432,health,雷射矯正近視話題延燒術後定檢是關鍵,1
12433,health,牙周病也可能引發心臟病,1
12434,politics,東京前線..從東京看沈斯淳駐日,2
12435,sports,<球星會客室>田壘籃壇追夢,3
12436,sports,小檔案-全英公開賽羽壇小世界盃,3
12437,politics,出席選舉場,2
12438,travel,屏東》三月遊車城洋蔥入菜魚鮮蛋香,5
12439,sports,大都會補強,3
12440,politics,新聞局長人選,2
12441,tech,Lightroom,4
12442,travel,古坑》文學步道賞作家手跡,5
12443,tech,台北蘆洲三重美甲,4
12444,edu,考警大22次,0
12445,edu,視障鋼琴家,0
12446,travel,滿月圓》低海拔區紅葉最美,5
12447,politics,普丁可望勝選三度入主克里姆林宮,2
12448,health,逾70歲,1
12449,travel,行銷嘉義山海戀觀光,5
12450,health,腦中風之預防保健,1
12451,politics,台灣女性進步指數連續6年上揚,2
12452,sports,肌腱拉傷王建民休戰數週,3
12453,travel,滿州》港口吊橋最長的人行吊橋,5
12454,edu,許添財,0
12455,politics,謝長廷文化營,2
12456,travel,高雄/拍婚紗爆紅景點爆仗花牆好壯觀,5
12457,sports,不敵蟲害,3
12458,health,牙齒敏感嗎?,1
12459,health,衛署:國產肉品未檢出受體素,1
12460,politics,高病原禽流感,2
12461,sports,MLB雙星,3
12462,health,◎,1
12463,tech,,4
12464,health,《保健錦囊》外敷活血、溫經通絡藥,1
12465,edu,練撐竿跳、讀書,0
12466,tech,宏達電下一季出貨拚千萬支,4
12467,tech,居易科技Vigor2920系列,4
12468,health,凍壞手指放「人肉口袋」長肉整型再接回記者魏怡嘉/專訪台北時報,1
12469,edu,縣府自籌,0
12470,travel,海角七號場景》婚宴後酒醉看海在後灣,5
12471,travel,張愛玲與老上海們最鍾情的西餐館紅房子,5
12472,sports,張羽霖絕殺三分逆轉氣走達欣,3
12473,sports,蕭一傑,3
12474,edu,鼓勵向上,0
12475,travel,南投》鹿谷好茶品茗趣親近美麗大自然,5
12476,edu,學校營養午餐附餐建議改水果,0
12477,travel,貝里斯免簽待遇即日實施,5
12478,tech,"臉書傳5月初風光IPO消息人士透露,全球社群網站龍頭臉書",4
12479,health,回收廢塑膠容器再利用,1
12480,sports,NBA/NBA商店人潮湧,3
12481,health,餵瘦肉精美豬疑死病17萬隻,1
12482,tech,臉書動態時報,4
12483,sports,室友談書豪:聰明堅持吃得多,3
12484,politics,陳菊:歡迎黨公職人員與陸交流,2
12485,travel,福壽山秋楓正紅、蘋果正熟,5
12486,edu,慈明家長,0
12487,edu,8月掛牌,0
12488,health,藥磨粉藥效變,1
12489,health,感冒或過敏,1
12490,edu,愛與被愛,0
12491,politics,網路安全NCC將辦高峰會,2
12492,politics,防衛台灣,2
12493,health,"比照洋菸模式,美牛也要加警語?",1
12494,edu,枋寮祭祀公業/國賠1.25億,0
12495,sports,中職平均月薪逾11萬元,3
12496,travel,看飛機喝咖啡》小港/老爸咖啡給觀機者最佳視野,5
12497,health,不菸酒吃得健康抗癌從生活中做起,1
12498,health,減重按部就班慢性病不再來▲減重前▲減重後,1
12499,tech,《一騎當先》新資料片“將魂破天”強勢來襲三國之戰一觸即發,4
12500,sports,尼克勝42分NBA本季新猷,3
12501,travel,大提琴家張正傑武陵農場梅花林中獻藝,5
12502,edu,英文,0
12503,politics,東京食品展登場,2
12504,edu,重視國教教育人員應受評鑑,0
12505,sports,19歲陳浩瑋踢進大陸甲足聯,3
12506,tech,《桃色大戰》13張日麻大戰台灣好手,4
12507,sports,前3節林書豪14分6助攻,3
12508,politics,紀念228面對歷史再次省思,2
12509,politics,AIT:人員變動均求符合契約〔〕美國在台協會,2
12510,edu,建國國中百名教職員,0
12511,sports,老史背傷,3
12512,edu,88歲小學生,0
12513,politics,蔡英文:政府應對食品安全負責,2
12514,health,器捐案患者染愛滋?台大否認,1
12515,politics,法部准扁戒護就醫陳揆:無政治考量綠委批慢半拍,2
12516,travel,南投》華崗秘境在深山、在雪裡,5
12517,tech,日敦賀核廠下方有斷層恐廢爐,4
12518,edu,最自然的活教材學童捲袖綠美化,0
12519,tech,剛出廠的香味?,4
12520,tech,全新首季獲利挑戰歷史新高,4
12521,travel,阿里山》茶山民宿景美人情濃,5
12522,edu,英文作文漫畫,0
12523,tech,"是上空尤物,更是怪物!Bugatti",4
12524,politics,是否參選黨主席蘇貞昌:還早,2
12525,politics,陳菊..沒真相就沒和平基礎,2
12526,politics,總預算砍370億,2
12527,edu,家扶召募家務指導員,0
12528,tech,tyPadforAppleiPad輕巧藍芽鍵盤打造隨身小巧筆電,4
